station_id,state,station_name,latitude,longitude,html_url,rss_url,xml_url
KMDH,IL,Southern Illinois Airport,37.78328,-89.24532,https://forecast.weather.gov/data/obhistory/KMDH.html,https://forecast.weather.gov/xml/current_obs/KMDH.rss,https://forecast.weather.gov/xml/current_obs/KMDH.xml
KVYS,IL,Illinois Valley Regional Airport,41.35175,-89.14963,https://forecast.weather.gov/data/obhistory/KVYS.html,https://forecast.weather.gov/xml/current_obs/KVYS.rss,https://forecast.weather.gov/xml/current_obs/KVYS.xml
K3LF,IL,Litchfield Municipal Airport,39.16052,-89.67419,https://forecast.weather.gov/data/obhistory/K3LF.html,https://forecast.weather.gov/xml/current_obs/K3LF.rss,https://forecast.weather.gov/xml/current_obs/K3LF.xml
KCMI,IL,University of Illinois - Willard,40.03245,-88.27547,https://forecast.weather.gov/data/obhistory/KCMI.html,https://forecast.weather.gov/xml/current_obs/KCMI.rss,https://forecast.weather.gov/xml/current_obs/KCMI.xml
KMDW,IL,"Chicago, Chicago Midway Airport",41.78417,-87.75528,https://forecast.weather.gov/data/obhistory/KMDW.html,https://forecast.weather.gov/xml/current_obs/KMDW.rss,https://forecast.weather.gov/xml/current_obs/KMDW.xml
KCPS,IL,St. Louis Downtown Airport,38.56403,-90.14871,https://forecast.weather.gov/data/obhistory/KCPS.html,https://forecast.weather.gov/xml/current_obs/KCPS.rss,https://forecast.weather.gov/xml/current_obs/KCPS.xml
KPWK,IL,"Chicago / Wheeling, Pal-Waukee Airport",42.12083,-87.90472,https://forecast.weather.gov/data/obhistory/KPWK.html,https://forecast.weather.gov/xml/current_obs/KPWK.rss,https://forecast.weather.gov/xml/current_obs/KPWK.xml
KRFD,IL,"Rockford, Greater Rockford Airport",42.19278,-89.09333,https://forecast.weather.gov/data/obhistory/KRFD.html,https://forecast.weather.gov/xml/current_obs/KRFD.rss,https://forecast.weather.gov/xml/current_obs/KRFD.xml
KAAA,IL,Logan County Airport,40.15885,-89.33891,https://forecast.weather.gov/data/obhistory/KAAA.html,https://forecast.weather.gov/xml/current_obs/KAAA.rss,https://forecast.weather.gov/xml/current_obs/KAAA.xml
KORD,IL,"Chicago, Chicago-O'Hare International Airport",41.97972,-87.90444,https://forecast.weather.gov/data/obhistory/KORD.html,https://forecast.weather.gov/xml/current_obs/KORD.rss,https://forecast.weather.gov/xml/current_obs/KORD.xml
KMLI,IL,Moline Quad-City Airport,41.4482,-90.52359,https://forecast.weather.gov/data/obhistory/KMLI.html,https://forecast.weather.gov/xml/current_obs/KMLI.rss,https://forecast.weather.gov/xml/current_obs/KMLI.xml
KDEC,IL,Decatur Airport,39.8308,-88.87192,https://forecast.weather.gov/data/obhistory/KDEC.html,https://forecast.weather.gov/xml/current_obs/KDEC.rss,https://forecast.weather.gov/xml/current_obs/KDEC.xml
KMQB,IL,Macomb Municipal Airport,40.51763,-90.64807,https://forecast.weather.gov/data/obhistory/KMQB.html,https://forecast.weather.gov/xml/current_obs/KMQB.rss,https://forecast.weather.gov/xml/current_obs/KMQB.xml
KDKB,IL,De Kalb Taylor Municipal Airport,41.93381,-88.70657,https://forecast.weather.gov/data/obhistory/KDKB.html,https://forecast.weather.gov/xml/current_obs/KDKB.rss,https://forecast.weather.gov/xml/current_obs/KDKB.xml
KHSB,IL,Harrisburg-Raleigh Airport,37.81281,-88.54486,https://forecast.weather.gov/data/obhistory/KHSB.html,https://forecast.weather.gov/xml/current_obs/KHSB.rss,https://forecast.weather.gov/xml/current_obs/KHSB.xml
KSAR,IL,Sparta Community-Hunter Field Airport,38.14624,-89.70243,https://forecast.weather.gov/data/obhistory/KSAR.html,https://forecast.weather.gov/xml/current_obs/KSAR.rss,https://forecast.weather.gov/xml/current_obs/KSAR.xml
KDNV,IL,"Danville, Vermilion County Airport",40.19944,-87.59556,https://forecast.weather.gov/data/obhistory/KDNV.html,https://forecast.weather.gov/xml/current_obs/KDNV.rss,https://forecast.weather.gov/xml/current_obs/KDNV.xml
KALN,IL,St. Louis Regional Airport,38.88968,-90.03163,https://forecast.weather.gov/data/obhistory/KALN.html,https://forecast.weather.gov/xml/current_obs/KALN.rss,https://forecast.weather.gov/xml/current_obs/KALN.xml
KDPA,IL,"Chicago / West Chicago, Dupage Airport",41.89639,-88.25111,https://forecast.weather.gov/data/obhistory/KDPA.html,https://forecast.weather.gov/xml/current_obs/KDPA.rss,https://forecast.weather.gov/xml/current_obs/KDPA.xml
KMTO,IL,"Mattoon / Charleston, Coles County Memorial Airport",39.47806,-88.27917,https://forecast.weather.gov/data/obhistory/KMTO.html,https://forecast.weather.gov/xml/current_obs/KMTO.rss,https://forecast.weather.gov/xml/current_obs/KMTO.xml
KMVN,IL,Mount Vernon Airport,38.32842,-88.85292,https://forecast.weather.gov/data/obhistory/KMVN.html,https://forecast.weather.gov/xml/current_obs/KMVN.rss,https://forecast.weather.gov/xml/current_obs/KMVN.xml
KMWA,IL,Marion - Williamson County Regional Airport,37.76671,-89.00993,https://forecast.weather.gov/data/obhistory/KMWA.html,https://forecast.weather.gov/xml/current_obs/KMWA.rss,https://forecast.weather.gov/xml/current_obs/KMWA.xml
KIGQ,IL,Lansing Municipal Airport,41.54125,-87.52822,https://forecast.weather.gov/data/obhistory/KIGQ.html,https://forecast.weather.gov/xml/current_obs/KIGQ.rss,https://forecast.weather.gov/xml/current_obs/KIGQ.xml
KARR,IL,Aurora Municipal Airport,41.77132,-88.48147,https://forecast.weather.gov/data/obhistory/KARR.html,https://forecast.weather.gov/xml/current_obs/KARR.rss,https://forecast.weather.gov/xml/current_obs/KARR.xml
KIJX,IL,Jacksonville Municipal Airport,39.77401,-90.24187,https://forecast.weather.gov/data/obhistory/KIJX.html,https://forecast.weather.gov/xml/current_obs/KIJX.rss,https://forecast.weather.gov/xml/current_obs/KIJX.xml
KIKK,IL,Greater Kankakee Airport,41.06871,-87.85372,https://forecast.weather.gov/data/obhistory/KIKK.html,https://forecast.weather.gov/xml/current_obs/KIKK.rss,https://forecast.weather.gov/xml/current_obs/KIKK.xml
KRSV,IL,Robinson Municipal Airport,39.01361,-87.64846,https://forecast.weather.gov/data/obhistory/KRSV.html,https://forecast.weather.gov/xml/current_obs/KRSV.rss,https://forecast.weather.gov/xml/current_obs/KRSV.xml
KSLO,IL,"Salem, Salem-Leckrone Airport",38.64278,-88.96417,https://forecast.weather.gov/data/obhistory/KSLO.html,https://forecast.weather.gov/xml/current_obs/KSLO.rss,https://forecast.weather.gov/xml/current_obs/KSLO.xml
KSFY,IL,Tri-Township Airport,42.04544,-90.11009,https://forecast.weather.gov/data/obhistory/KSFY.html,https://forecast.weather.gov/xml/current_obs/KSFY.rss,https://forecast.weather.gov/xml/current_obs/KSFY.xml
KSPI,IL,Springfield - Abraham Lincoln Capital Airport,39.84527,-89.68405,https://forecast.weather.gov/data/obhistory/KSPI.html,https://forecast.weather.gov/xml/current_obs/KSPI.rss,https://forecast.weather.gov/xml/current_obs/KSPI.xml
KAJG,IL,"Mount Carmel, Mount Carmel Municipal Airport",38.60928,-87.72508,https://forecast.weather.gov/data/obhistory/KAJG.html,https://forecast.weather.gov/xml/current_obs/KAJG.rss,https://forecast.weather.gov/xml/current_obs/KAJG.xml
KSQI,IL,Sterling Rockfalls,41.7432,-89.66547,https://forecast.weather.gov/data/obhistory/KSQI.html,https://forecast.weather.gov/xml/current_obs/KSQI.rss,https://forecast.weather.gov/xml/current_obs/KSQI.xml
KEYE,IN,"Indianapolis, Eagle Creek Airpark",39.825,-86.29583,https://forecast.weather.gov/data/obhistory/KEYE.html,https://forecast.weather.gov/xml/current_obs/KEYE.rss,https://forecast.weather.gov/xml/current_obs/KEYE.xml
KC62,IN,Kendallville Municipal Airport,41.4739,-85.2541,https://forecast.weather.gov/data/obhistory/KC62.html,https://forecast.weather.gov/xml/current_obs/KC62.rss,https://forecast.weather.gov/xml/current_obs/KC62.xml
KFRH,IN,French Lick Municipal Airport,38.50622,-86.63694,https://forecast.weather.gov/data/obhistory/KFRH.html,https://forecast.weather.gov/xml/current_obs/KFRH.rss,https://forecast.weather.gov/xml/current_obs/KFRH.xml
KGPC,IN,Putnam County Regional Airport,39.6354,-86.8155,https://forecast.weather.gov/data/obhistory/KGPC.html,https://forecast.weather.gov/xml/current_obs/KGPC.rss,https://forecast.weather.gov/xml/current_obs/KGPC.xml
KBMG,IN,"Bloomington, Monroe County Airport",39.14306,-86.61667,https://forecast.weather.gov/data/obhistory/KBMG.html,https://forecast.weather.gov/xml/current_obs/KBMG.rss,https://forecast.weather.gov/xml/current_obs/KBMG.xml
KLAF,IN,"Lafayette, Purdue University Airport",40.4125,-86.9475,https://forecast.weather.gov/data/obhistory/KLAF.html,https://forecast.weather.gov/xml/current_obs/KLAF.rss,https://forecast.weather.gov/xml/current_obs/KLAF.xml
KPLD,IN,Portland Municipal Airport,40.45158,-84.98903,https://forecast.weather.gov/data/obhistory/KPLD.html,https://forecast.weather.gov/xml/current_obs/KPLD.rss,https://forecast.weather.gov/xml/current_obs/KPLD.xml
KSMD,IN,Smith Field Airport,41.14336,-85.15277,https://forecast.weather.gov/data/obhistory/KSMD.html,https://forecast.weather.gov/xml/current_obs/KSMD.rss,https://forecast.weather.gov/xml/current_obs/KSMD.xml
KFWA,IN,Fort Wayne International Airport,40.97251,-85.20637,https://forecast.weather.gov/data/obhistory/KFWA.html,https://forecast.weather.gov/xml/current_obs/KFWA.rss,https://forecast.weather.gov/xml/current_obs/KFWA.xml
KHLB,IN,Batesville Airport,39.34313,-85.25843,https://forecast.weather.gov/data/obhistory/KHLB.html,https://forecast.weather.gov/xml/current_obs/KHLB.rss,https://forecast.weather.gov/xml/current_obs/KHLB.xml
KBFR,IN,Virgil I Grissom Municipal Airport,38.84003,-86.44536,https://forecast.weather.gov/data/obhistory/KBFR.html,https://forecast.weather.gov/xml/current_obs/KBFR.rss,https://forecast.weather.gov/xml/current_obs/KBFR.xml
KHHG,IN,Huntington Municipal Airport,40.8529,-85.4571,https://forecast.weather.gov/data/obhistory/KHHG.html,https://forecast.weather.gov/xml/current_obs/KHHG.rss,https://forecast.weather.gov/xml/current_obs/KHHG.xml
KRID,IN,Richmond Municipal Airport,39.7572,-84.8428,https://forecast.weather.gov/data/obhistory/KRID.html,https://forecast.weather.gov/xml/current_obs/KRID.rss,https://forecast.weather.gov/xml/current_obs/KRID.xml
KGEZ,IN,Shelbyville Municipal Airport,39.58546,-85.79982,https://forecast.weather.gov/data/obhistory/KGEZ.html,https://forecast.weather.gov/xml/current_obs/KGEZ.rss,https://forecast.weather.gov/xml/current_obs/KGEZ.xml
KIMS,IN,Madison Municipal Airport,38.7589,-85.4655,https://forecast.weather.gov/data/obhistory/KIMS.html,https://forecast.weather.gov/xml/current_obs/KIMS.rss,https://forecast.weather.gov/xml/current_obs/KIMS.xml
KFKR,IN,Frankfort Municipal Airport,40.2734,-86.5622,https://forecast.weather.gov/data/obhistory/KFKR.html,https://forecast.weather.gov/xml/current_obs/KFKR.rss,https://forecast.weather.gov/xml/current_obs/KFKR.xml
KUMP,IN,Indianapolis Metro Airport,39.9354,-86.04507,https://forecast.weather.gov/data/obhistory/KUMP.html,https://forecast.weather.gov/xml/current_obs/KUMP.rss,https://forecast.weather.gov/xml/current_obs/KUMP.xml
KVPZ,IN,Valparaiso Porter County Municipal Airport,41.45349,-86.99805,https://forecast.weather.gov/data/obhistory/KVPZ.html,https://forecast.weather.gov/xml/current_obs/KVPZ.rss,https://forecast.weather.gov/xml/current_obs/KVPZ.xml
KC65,IN,Plymouth,41.36667,-86.3,https://forecast.weather.gov/data/obhistory/KC65.html,https://forecast.weather.gov/xml/current_obs/KC65.rss,https://forecast.weather.gov/xml/current_obs/KC65.xml
KRZL,IN,Rensselaer Jasper County Airport,40.94789,-87.18258,https://forecast.weather.gov/data/obhistory/KRZL.html,https://forecast.weather.gov/xml/current_obs/KRZL.rss,https://forecast.weather.gov/xml/current_obs/KRZL.xml
KOXI,IN,Starke County Airport,41.33,-86.665,https://forecast.weather.gov/data/obhistory/KOXI.html,https://forecast.weather.gov/xml/current_obs/KOXI.rss,https://forecast.weather.gov/xml/current_obs/KOXI.xml
KGGP,IN,Logansport/Cass County Airport,40.711,-86.373,https://forecast.weather.gov/data/obhistory/KGGP.html,https://forecast.weather.gov/xml/current_obs/KGGP.rss,https://forecast.weather.gov/xml/current_obs/KGGP.xml
KRCR,IN,Rochester Fulton County Airport,41.06553,-86.18169,https://forecast.weather.gov/data/obhistory/KRCR.html,https://forecast.weather.gov/xml/current_obs/KRCR.rss,https://forecast.weather.gov/xml/current_obs/KRCR.xml
KMZZ,IN,Marion Municipal Airport,40.49,-85.68,https://forecast.weather.gov/data/obhistory/KMZZ.html,https://forecast.weather.gov/xml/current_obs/KMZZ.rss,https://forecast.weather.gov/xml/current_obs/KMZZ.xml
KGWB,IN,Auburn De Kalb County Airport,41.307,-85.064,https://forecast.weather.gov/data/obhistory/KGWB.html,https://forecast.weather.gov/xml/current_obs/KGWB.rss,https://forecast.weather.gov/xml/current_obs/KGWB.xml
KGSH,IN,"Goshen, Goshen Municipal Airport",41.52611,-85.78667,https://forecast.weather.gov/data/obhistory/KGSH.html,https://forecast.weather.gov/xml/current_obs/KGSH.rss,https://forecast.weather.gov/xml/current_obs/KGSH.xml
KGUS,IN,Grissom Air Force Base / Peru,40.65,-86.15,https://forecast.weather.gov/data/obhistory/KGUS.html,https://forecast.weather.gov/xml/current_obs/KGUS.rss,https://forecast.weather.gov/xml/current_obs/KGUS.xml
KGYY,IN,Gary Regional Airport,41.61212,-87.40908,https://forecast.weather.gov/data/obhistory/KGYY.html,https://forecast.weather.gov/xml/current_obs/KGYY.rss,https://forecast.weather.gov/xml/current_obs/KGYY.xml
KDCY,IN,Daviess County Airport,38.7004,-87.1297,https://forecast.weather.gov/data/obhistory/KDCY.html,https://forecast.weather.gov/xml/current_obs/KDCY.rss,https://forecast.weather.gov/xml/current_obs/KDCY.xml
KMIE,IN,"Muncie, Delaware County-Johnson Field",40.23417,-85.39361,https://forecast.weather.gov/data/obhistory/KMIE.html,https://forecast.weather.gov/xml/current_obs/KMIE.rss,https://forecast.weather.gov/xml/current_obs/KMIE.xml
KCFJ,IN,Crawfordsville Municipal Airport,39.9756,-86.9199,https://forecast.weather.gov/data/obhistory/KCFJ.html,https://forecast.weather.gov/xml/current_obs/KCFJ.rss,https://forecast.weather.gov/xml/current_obs/KCFJ.xml
KTYQ,IN,INDIANAPOLIS,40.03066,-86.2515,https://forecast.weather.gov/data/obhistory/KTYQ.html,https://forecast.weather.gov/xml/current_obs/KTYQ.rss,https://forecast.weather.gov/xml/current_obs/KTYQ.xml
KJVY,IN,Clark Regional Airport,38.36661,-85.73814,https://forecast.weather.gov/data/obhistory/KJVY.html,https://forecast.weather.gov/xml/current_obs/KJVY.rss,https://forecast.weather.gov/xml/current_obs/KJVY.xml
KMGC,IN,Michigan City Municipal Airport,41.7033,-86.8212,https://forecast.weather.gov/data/obhistory/KMGC.html,https://forecast.weather.gov/xml/current_obs/KMGC.rss,https://forecast.weather.gov/xml/current_obs/KMGC.xml
KPPO,IN,La Porte Municipal Airport,41.5725,-86.7345,https://forecast.weather.gov/data/obhistory/KPPO.html,https://forecast.weather.gov/xml/current_obs/KPPO.rss,https://forecast.weather.gov/xml/current_obs/KPPO.xml
KHNB,IN,Huntingburg,38.25,-86.95,https://forecast.weather.gov/data/obhistory/KHNB.html,https://forecast.weather.gov/xml/current_obs/KHNB.rss,https://forecast.weather.gov/xml/current_obs/KHNB.xml
KAID,IN,Anderson Municipal Airport,40.10612,-85.60977,https://forecast.weather.gov/data/obhistory/KAID.html,https://forecast.weather.gov/xml/current_obs/KAID.rss,https://forecast.weather.gov/xml/current_obs/KAID.xml
KMCX,IN,Monticello White County Airport,40.7088,-86.7668,https://forecast.weather.gov/data/obhistory/KMCX.html,https://forecast.weather.gov/xml/current_obs/KMCX.rss,https://forecast.weather.gov/xml/current_obs/KMCX.xml
KOKK,IN,"Kokomo, Kokomo Municipal Airport",40.53333,-86.06667,https://forecast.weather.gov/data/obhistory/KOKK.html,https://forecast.weather.gov/xml/current_obs/KOKK.rss,https://forecast.weather.gov/xml/current_obs/KOKK.xml
KHUF,IN,Terre Haute Regional Airport,39.4429,-87.32207,https://forecast.weather.gov/data/obhistory/KHUF.html,https://forecast.weather.gov/xml/current_obs/KHUF.rss,https://forecast.weather.gov/xml/current_obs/KHUF.xml
KSBN,IN,South Bend International Airport,41.70889,-86.31861,https://forecast.weather.gov/data/obhistory/KSBN.html,https://forecast.weather.gov/xml/current_obs/KSBN.rss,https://forecast.weather.gov/xml/current_obs/KSBN.xml
KUWL,IN,New Castle Henry County Airport,39.87672,-85.32527,https://forecast.weather.gov/data/obhistory/KUWL.html,https://forecast.weather.gov/xml/current_obs/KUWL.rss,https://forecast.weather.gov/xml/current_obs/KUWL.xml
KHFY,IN,Greenwood Municipal Airport,39.6276,-86.088,https://forecast.weather.gov/data/obhistory/KHFY.html,https://forecast.weather.gov/xml/current_obs/KHFY.rss,https://forecast.weather.gov/xml/current_obs/KHFY.xml
K2R2,IN,Hendricks County Airport-Gordon Graham Field,39.74678,-86.47517,https://forecast.weather.gov/data/obhistory/K2R2.html,https://forecast.weather.gov/xml/current_obs/K2R2.rss,https://forecast.weather.gov/xml/current_obs/K2R2.xml
KEKM,IN,Elkhart Municipal,41.71667,-86,https://forecast.weather.gov/data/obhistory/KEKM.html,https://forecast.weather.gov/xml/current_obs/KEKM.rss,https://forecast.weather.gov/xml/current_obs/KEKM.xml
KIND,IN,Indianapolis International Airport,39.72518,-86.2816,https://forecast.weather.gov/data/obhistory/KIND.html,https://forecast.weather.gov/xml/current_obs/KIND.rss,https://forecast.weather.gov/xml/current_obs/KIND.xml
KASW,IN,"Warsaw, Warsaw Municipal Airport",41.27444,-85.84,https://forecast.weather.gov/data/obhistory/KASW.html,https://forecast.weather.gov/xml/current_obs/KASW.rss,https://forecast.weather.gov/xml/current_obs/KASW.xml
KMQJ,IN,Indianapolis Regional Airport,39.84314,-85.89774,https://forecast.weather.gov/data/obhistory/KMQJ.html,https://forecast.weather.gov/xml/current_obs/KMQJ.rss,https://forecast.weather.gov/xml/current_obs/KMQJ.xml
KBAK,IN,Columbus / Bakalar,39.26667,-85.9,https://forecast.weather.gov/data/obhistory/KBAK.html,https://forecast.weather.gov/xml/current_obs/KBAK.rss,https://forecast.weather.gov/xml/current_obs/KBAK.xml
KEVV,IN,"Evansville, Evansville Regional Airport",38.04306,-87.52028,https://forecast.weather.gov/data/obhistory/KEVV.html,https://forecast.weather.gov/xml/current_obs/KEVV.rss,https://forecast.weather.gov/xml/current_obs/KEVV.xml
KOEL,KS,Oakley Municipal Airport,39.11178,-100.81667,https://forecast.weather.gov/data/obhistory/KOEL.html,https://forecast.weather.gov/xml/current_obs/KOEL.rss,https://forecast.weather.gov/xml/current_obs/KOEL.xml
KUKL,KS,Coffey County Airport,38.30247,-95.72497,https://forecast.weather.gov/data/obhistory/KUKL.html,https://forecast.weather.gov/xml/current_obs/KUKL.rss,https://forecast.weather.gov/xml/current_obs/KUKL.xml
KBEC,KS,Beech Factory Airport,37.69392,-97.21492,https://forecast.weather.gov/data/obhistory/KBEC.html,https://forecast.weather.gov/xml/current_obs/KBEC.rss,https://forecast.weather.gov/xml/current_obs/KBEC.xml
K19S,KS,Sublette Municipal Airport,37.4969,-100.8329,https://forecast.weather.gov/data/obhistory/K19S.html,https://forecast.weather.gov/xml/current_obs/K19S.rss,https://forecast.weather.gov/xml/current_obs/K19S.xml
KOIN,KS,Oberlin Municipal Airport,39.83489,-100.53978,https://forecast.weather.gov/data/obhistory/KOIN.html,https://forecast.weather.gov/xml/current_obs/KOIN.rss,https://forecast.weather.gov/xml/current_obs/KOIN.xml
KOJC,KS,"Olathe, Johnson County Executive Airport",38.85,-94.73917,https://forecast.weather.gov/data/obhistory/KOJC.html,https://forecast.weather.gov/xml/current_obs/KOJC.rss,https://forecast.weather.gov/xml/current_obs/KOJC.xml
KIXD,KS,"Olathe, New Century Aircenter",38.82444,-94.88694,https://forecast.weather.gov/data/obhistory/KIXD.html,https://forecast.weather.gov/xml/current_obs/KIXD.rss,https://forecast.weather.gov/xml/current_obs/KIXD.xml
KICT,KS,Wichita - Wichita Dwight D. Eisenhower National Airport,37.64722,-97.42944,https://forecast.weather.gov/data/obhistory/KICT.html,https://forecast.weather.gov/xml/current_obs/KICT.rss,https://forecast.weather.gov/xml/current_obs/KICT.xml
KIAB,KS,McConnell Air Force Base,37.61667,-97.26667,https://forecast.weather.gov/data/obhistory/KIAB.html,https://forecast.weather.gov/xml/current_obs/KIAB.rss,https://forecast.weather.gov/xml/current_obs/KIAB.xml
KHUT,KS,"Hutchinson, Hutchinson Municipal Airport",38.06806,-97.86056,https://forecast.weather.gov/data/obhistory/KHUT.html,https://forecast.weather.gov/xml/current_obs/KHUT.rss,https://forecast.weather.gov/xml/current_obs/KHUT.xml
KCNU,KS,"Chanute, Chanute Martin Johnson Airport",37.67028,-95.48417,https://forecast.weather.gov/data/obhistory/KCNU.html,https://forecast.weather.gov/xml/current_obs/KCNU.rss,https://forecast.weather.gov/xml/current_obs/KCNU.xml
KEWK,KS,"Newton, Newton City/County Airport",38.05,-97.28333,https://forecast.weather.gov/data/obhistory/KEWK.html,https://forecast.weather.gov/xml/current_obs/KEWK.rss,https://forecast.weather.gov/xml/current_obs/KEWK.xml
KDDC,KS,"Dodge City, Dodge City Regional Airport",37.77278,-99.96972,https://forecast.weather.gov/data/obhistory/KDDC.html,https://forecast.weather.gov/xml/current_obs/KDDC.rss,https://forecast.weather.gov/xml/current_obs/KDDC.xml
KGCK,KS,Garden City Regional Airport,37.9275,-100.72444,https://forecast.weather.gov/data/obhistory/KGCK.html,https://forecast.weather.gov/xml/current_obs/KGCK.rss,https://forecast.weather.gov/xml/current_obs/KGCK.xml
KLBL,KS,"Liberal, Liberal Municipal Airport",37.05,-100.96667,https://forecast.weather.gov/data/obhistory/KLBL.html,https://forecast.weather.gov/xml/current_obs/KLBL.rss,https://forecast.weather.gov/xml/current_obs/KLBL.xml
KGBD,KS,"Great Bend, Great Bend Municipal Airport",38.35,-98.86667,https://forecast.weather.gov/data/obhistory/KGBD.html,https://forecast.weather.gov/xml/current_obs/KGBD.rss,https://forecast.weather.gov/xml/current_obs/KGBD.xml
KHYS,KS,"Hays, Hays Regional Airport",38.85,-99.26667,https://forecast.weather.gov/data/obhistory/KHYS.html,https://forecast.weather.gov/xml/current_obs/KHYS.rss,https://forecast.weather.gov/xml/current_obs/KHYS.xml
KP28,KS,"Medicine Lodge, Medicine Lodge",37.28389,-98.55278,https://forecast.weather.gov/data/obhistory/KP28.html,https://forecast.weather.gov/xml/current_obs/KP28.rss,https://forecast.weather.gov/xml/current_obs/KP28.xml
KMHK,KS,"Manhattan, Manhattan Municipal Airport",39.13528,-96.67778,https://forecast.weather.gov/data/obhistory/KMHK.html,https://forecast.weather.gov/xml/current_obs/KMHK.rss,https://forecast.weather.gov/xml/current_obs/KMHK.xml
KTOP,KS,"Topeka, Philip Billard Municipal Airport",39.0725,-95.62583,https://forecast.weather.gov/data/obhistory/KTOP.html,https://forecast.weather.gov/xml/current_obs/KTOP.rss,https://forecast.weather.gov/xml/current_obs/KTOP.xml
KPTS,KS,Atkinson Municipal Airport,37.4494,-94.7311,https://forecast.weather.gov/data/obhistory/KPTS.html,https://forecast.weather.gov/xml/current_obs/KPTS.rss,https://forecast.weather.gov/xml/current_obs/KPTS.xml
KFOE,KS,"Topeka, Forbes Field",38.94139,-95.65056,https://forecast.weather.gov/data/obhistory/KFOE.html,https://forecast.weather.gov/xml/current_obs/KFOE.rss,https://forecast.weather.gov/xml/current_obs/KFOE.xml
KCNK,KS,"Concordia, Blosser Municipal Airport",39.55139,-97.65056,https://forecast.weather.gov/data/obhistory/KCNK.html,https://forecast.weather.gov/xml/current_obs/KCNK.rss,https://forecast.weather.gov/xml/current_obs/KCNK.xml
KRSL,KS,"Russell, Russell Municipal Airport",38.87278,-98.81306,https://forecast.weather.gov/data/obhistory/KRSL.html,https://forecast.weather.gov/xml/current_obs/KRSL.rss,https://forecast.weather.gov/xml/current_obs/KRSL.xml
KSLN,KS,"Salina, Salina Municipal Airport",38.78,-97.64417,https://forecast.weather.gov/data/obhistory/KSLN.html,https://forecast.weather.gov/xml/current_obs/KSLN.rss,https://forecast.weather.gov/xml/current_obs/KSLN.xml
KEHA,KS,"Elkhart, Elkhart-Morton County Airport",37,-101.88333,https://forecast.weather.gov/data/obhistory/KEHA.html,https://forecast.weather.gov/xml/current_obs/KEHA.rss,https://forecast.weather.gov/xml/current_obs/KEHA.xml
KGLD,KS,"Goodland, Renner Field",39.3675,-101.69306,https://forecast.weather.gov/data/obhistory/KGLD.html,https://forecast.weather.gov/xml/current_obs/KGLD.rss,https://forecast.weather.gov/xml/current_obs/KGLD.xml
KHLC,KS,"Hill City, Hill City Municipal Airport",39.37472,-99.82972,https://forecast.weather.gov/data/obhistory/KHLC.html,https://forecast.weather.gov/xml/current_obs/KHLC.rss,https://forecast.weather.gov/xml/current_obs/KHLC.xml
KCFV,KS,"Coffeyville, Coffeyville Municipal Airport",37.09111,-95.56639,https://forecast.weather.gov/data/obhistory/KCFV.html,https://forecast.weather.gov/xml/current_obs/KCFV.rss,https://forecast.weather.gov/xml/current_obs/KCFV.xml
KMYZ,KS,Marysville Municipal Airport,39.8553,-96.6306,https://forecast.weather.gov/data/obhistory/KMYZ.html,https://forecast.weather.gov/xml/current_obs/KMYZ.rss,https://forecast.weather.gov/xml/current_obs/KMYZ.xml
KPPF,KS,"Parsons, Tri-City Airport",37.32778,-95.50417,https://forecast.weather.gov/data/obhistory/KPPF.html,https://forecast.weather.gov/xml/current_obs/KPPF.rss,https://forecast.weather.gov/xml/current_obs/KPPF.xml
KWLD,KS,"Winfield / Arkansas City, Strother Field",37.16806,-97.03694,https://forecast.weather.gov/data/obhistory/KWLD.html,https://forecast.weather.gov/xml/current_obs/KWLD.rss,https://forecast.weather.gov/xml/current_obs/KWLD.xml
KLWC,KS,"Lawrence, Lawrence Municipal Airport",39.00833,-95.21167,https://forecast.weather.gov/data/obhistory/KLWC.html,https://forecast.weather.gov/xml/current_obs/KLWC.rss,https://forecast.weather.gov/xml/current_obs/KLWC.xml
KJHN,KS,Stanton County Municipal Airport,37.5782,-101.7304,https://forecast.weather.gov/data/obhistory/KJHN.html,https://forecast.weather.gov/xml/current_obs/KJHN.rss,https://forecast.weather.gov/xml/current_obs/KJHN.xml
KMPR,KS,MCPHERSON,38.35244,-97.69133,https://forecast.weather.gov/data/obhistory/KMPR.html,https://forecast.weather.gov/xml/current_obs/KMPR.rss,https://forecast.weather.gov/xml/current_obs/KMPR.xml
KHQG,KS,Hugoton Municipal Airport,37.16308,-101.37052,https://forecast.weather.gov/data/obhistory/KHQG.html,https://forecast.weather.gov/xml/current_obs/KHQG.rss,https://forecast.weather.gov/xml/current_obs/KHQG.xml
KFSK,KS,FORT SCOTT,37.79833,-94.76933,https://forecast.weather.gov/data/obhistory/KFSK.html,https://forecast.weather.gov/xml/current_obs/KFSK.rss,https://forecast.weather.gov/xml/current_obs/KFSK.xml
KFRI,KS,Fort Riley - Marshall AAF,39.05586,-96.76166,https://forecast.weather.gov/data/obhistory/KFRI.html,https://forecast.weather.gov/xml/current_obs/KFRI.rss,https://forecast.weather.gov/xml/current_obs/KFRI.xml
KLYO,KS,Lyons-Rice County Municipal Airport,38.34025,-98.22856,https://forecast.weather.gov/data/obhistory/KLYO.html,https://forecast.weather.gov/xml/current_obs/KLYO.rss,https://forecast.weather.gov/xml/current_obs/KLYO.xml
